id,latitude,longitude
1070,675945.158,3360251.563
1071,675945.030,3360251.022
1072,675944.927,3360250.416
1073,675944.712,3360249.715
1074,675944.683,3360249.018
1075,675944.719,3360248.322
1076,675944.785,3360247.728
1077,675944.754,3360247.123
1078,675944.667,3360246.518
1079,675944.447,3360246.189
1080,675944.055,3360245.988
1081,675944.391,3360246.17
1082,675944.504,3360246.664
1083,675944.769,3360247.216
1084,675944.737,3360247.671
1085,675944.779,3360248.09
1086,675944.848,3360248.314
1087,675944.709,3360248.442
1088,675944.696,3360248.238
1089,675944.657,3360248.172
1090,675944.585,3360248.115
1091,675944.521,3360248.095
1092,675944.481,3360248.076
1093,675944.522,3360248.04
1094,675944.587,3360248.013
1095,675944.627,3360248.013
1096,675944.618,3360248.05
1097,675944.610,3360248.06
1098,675944.609,3360248.106
1099,675944.622,3360248.348
1100,675944.713,3360248.702
1101,675944.916,3360249.05
1102,675944.787,3360249.113
1103,675944.870,3360249.448
1104,675944.970,3360249.757
1105,675944.913,3360249.756
1106,675944.921,3360249.775
1107,675944.897,3360249.737
1108,675944.890,3360249.709
1109,675944.922,3360249.7
1110,675944.930,3360249.682
1111,675944.922,3360249.682
1112,675944.882,3360249.709
1113,675944.809,3360249.726
1114,675944.793,3360249.735
1115,675944.809,3360249.736
1116,675944.800,3360249.745
1117,675944.768,3360249.763
1118,675944.752,3360249.763
1119,675944.744,3360249.735
1120,675944.713,3360249.688
1121,675944.697,3360249.669
1122,675944.690,3360249.613
1123,675944.682,3360249.613
1124,675944.690,3360249.613
1125,675944.698,3360249.604
1126,675944.714,3360249.641
1127,675944.705,3360249.641
1128,675944.706,3360249.632
1129,675944.730,3360249.641
1130,675944.737,3360249.669
1131,675944.714,3360249.623
1132,675944.698,3360249.594
1133,675944.715,3360249.576
1134,675944.699,3360249.529
1135,675944.683,3360249.511
1136,675944.699,3360249.529
1137,675944.724,3360249.52
1138,675944.724,3360249.511
1139,675944.732,3360249.493
1140,675944.741,3360249.456
1141,675944.757,3360249.456
1142,675944.756,3360249.493
1143,675944.748,3360249.512
1144,675944.764,3360249.53
1145,675944.739,3360249.53
1146,675944.707,3360249.539
1147,675944.683,3360249.529
1148,675944.691,3360249.529
1149,675944.683,3360249.52
1150,675944.675,3360249.51
1151,675944.651,3360249.538
1152,675944.651,3360249.547
1153,675944.659,3360249.529
1154,675944.667,3360249.52
1155,675944.667,3360249.52
1156,675944.667,3360249.529
1157,675944.643,3360249.519
1158,675944.603,3360249.472
1159,675944.563,3360249.471
1160,675944.531,3360249.471
1161,675944.640,3360249.705
1162,675944.789,3360249.958
1163,675944.875,3360250.146
1164,675944.738,3360250.115
1165,675944.786,3360250.163
1166,675944.793,3360250.181
1167,675944.809,3360250.237
1168,675944.849,3360250.257
1169,675944.896,3360250.295
1170,675944.937,3360250.295
1171,675945.024,3360250.399
1172,675945.044,3360250.641
1173,675945.097,3360250.874
1174,675945.088,3360250.902
1175,675945.040,3360250.873
1176,675945.008,3360250.845
1177,675945.065,3360250.808
1178,675945.138,3360250.819
1179,675945.114,3360250.8
1180,675945.112,3360250.902
1181,675945.147,3360251.237
1182,675945.261,3360251.676
1183,675945.357,3360252.207
1184,675945.452,3360252.813
1185,675945.506,3360253.483
1186,675945.567,3360254.181
1187,675945.779,3360255.02
1188,675945.928,3360255.794
1189,675945.984,3360256.278
1190,675946.028,3360256.595
1191,675945.909,3360256.454
1192,675945.916,3360256.519
1193,675945.963,3360256.594
1194,675945.970,3360256.659
1195,675945.961,3360256.724
1196,675945.960,3360256.789
1197,675945.976,3360256.817
1198,675946.047,3360256.874
1199,675946.079,3360256.921
1200,675946.102,3360256.949
1201,675946.134,3360256.996
1202,675946.173,3360257.043
1203,675946.245,3360257.1
1204,675946.269,3360257.138
1205,675946.276,3360257.175
1206,675946.291,3360257.222
1207,675946.283,3360257.231
1208,675946.346,3360257.316
1209,675946.418,3360257.391
1210,675946.417,3360257.447
1211,675946.416,3360257.503
1212,675946.383,3360257.521
1213,675946.382,3360257.576
1214,675946.390,3360257.623
1215,675946.430,3360257.642
1216,675946.422,3360257.651
1217,675946.381,3360257.66
1218,675946.357,3360257.66
1219,675946.332,3360257.687
1220,675946.340,3360257.734
1221,675946.379,3360257.772
1222,675946.395,3360257.8
1223,675946.395,3360257.79
1224,675946.380,3360257.753
1225,675946.340,3360257.697
1226,675946.325,3360257.631
1227,675946.349,3360257.632
1228,675946.421,3360257.67
1229,675946.453,3360257.689
1230,675946.453,3360257.708
1231,675946.412,3360257.744
1232,675946.371,3360257.762
1233,675946.363,3360257.79
1234,675946.354,3360257.855
1235,675946.361,3360257.883
1236,675946.409,3360257.93
1237,675946.401,3360257.939
1238,675946.392,3360257.958
1239,675946.344,3360257.985
1240,675946.295,3360257.975
1241,675946.279,3360257.984
1242,675946.263,3360258.011
1243,675946.262,3360258.039
1244,675946.318,3360258.068
1245,675946.358,3360258.097
1246,675946.350,3360258.096
1247,675946.342,3360258.078
1248,675946.318,3360258.049
1249,675946.311,3360258.031
1250,675946.295,3360258.03
1251,675946.279,3360258.021
1252,675946.279,3360258.021
1253,675946.279,3360258.012
1254,675946.327,3360257.984
1255,675946.352,3360257.966
1256,675946.336,3360257.947
1257,675946.304,3360257.919
1258,675946.264,3360257.9
1259,675946.216,3360257.88
1260,675946.152,3360257.898
1261,675946.127,3360257.925
1262,675946.118,3360257.953
1263,675946.143,3360257.935
1264,675946.183,3360257.926
1265,675946.224,3360257.936
1266,675946.240,3360257.927
1267,675946.249,3360257.881
1268,675946.201,3360257.824
1269,675946.145,3360257.777
1270,675946.081,3360257.776
1271,675946.025,3360257.757
1272,675945.969,3360257.728
1273,675945.953,3360257.718
1274,675945.945,3360257.718
1275,675945.929,3360257.709
1276,675945.938,3360257.672
1277,675945.970,3360257.644
1278,675946.011,3360257.636
1279,675946.059,3360257.627
1280,675946.100,3360257.618
1281,675946.132,3360257.591
1282,675946.133,3360257.582
1283,675946.109,3360257.553
1284,675946.061,3360257.516
1285,675945.989,3360257.486
1286,675945.901,3360257.466
1287,675945.877,3360257.438
1288,675945.886,3360257.392
1289,675945.815,3360257.307
1290,675945.719,3360257.213
1291,675945.680,3360257.166
1292,675945.656,3360257.119
1293,675945.649,3360257.109
1294,675945.641,3360257.091
1295,675945.680,3360257.128
1296,675945.971,3360257.077
1297,675946.562,3360256.92
1298,675947.354,3360256.793
1299,675948.234,3360256.686
1300,675949.154,3360256.599
1301,675950.082,3360256.549
1302,675951.017,3360256.536
1303,675951.977,3360256.468
1304,675952.938,3360256.344
1305,675953.794,3360256.209
1306,675954.619,3360256.074
1307,675955.492,3360255.912
1308,675956.308,3360255.776
1309,675957.012,3360255.592
1310,675957.740,3360255.39
1311,675958.420,3360255.253
1312,675959.035,3360255.086
1313,675959.787,3360254.931
1314,675960.675,3360254.843
1315,675961.603,3360254.737
1316,675962.621,3360254.586
1317,675963.655,3360254.454
1318,675964.591,3360254.376
1319,675965.503,3360254.27
1320,675966.423,3360254.164
1321,675967.360,3360254.068
1322,675968.329,3360253.954
1323,675969.306,3360253.811
1324,675970.332,3360253.651
1325,675971.349,3360253.556
1326,675972.293,3360253.488
1327,675973.011,3360253.472
1328,675973.413,3360253.534
1329,675973.517,3360253.526
1330,675973.211,3360253.521
1331,675973.106,3360253.529
1332,675973.106,3360253.585
1333,675973.144,3360253.669
1334,675973.159,3360253.762
1335,675973.182,3360253.809
1336,675973.222,3360253.856
1337,675973.166,3360253.855
1338,675973.125,3360253.882
1339,675973.100,3360253.919
1340,675973.099,3360253.966
1341,675973.132,3360253.966
1342,675973.156,3360253.976
1343,675973.212,3360253.986
1344,675973.276,3360253.996
1345,675973.348,3360254.044
1346,675973.444,3360254.092
1347,675973.508,3360254.13
1348,675973.555,3360254.196
1349,675973.603,3360254.234
1350,675973.634,3360254.272
1351,675973.666,3360254.291
1352,675973.682,3360254.291
1353,675973.700,3360254.226
1354,675973.700,3360254.171
1355,675973.686,3360254.068
1356,675973.655,3360253.975
1357,675973.632,3360253.946
1358,675973.600,3360253.918
1359,675973.552,3360253.908
1360,675973.463,3360253.906
1361,675973.399,3360253.896
1362,675973.343,3360253.877
1363,675973.334,3360253.895
1364,675973.326,3360253.904
1365,675973.310,3360253.904
1366,675973.318,3360253.886
1367,675973.311,3360253.82
1368,675973.312,3360253.746
1369,675973.313,3360253.737
1370,675973.296,3360253.737
1371,675973.265,3360253.69
1372,675973.242,3360253.643
1373,675973.194,3360253.595
1374,675973.154,3360253.567
1375,675973.083,3360253.501
1376,675973.035,3360253.454
1377,675973.036,3360253.398
1378,675973.037,3360253.361
1379,675973.085,3360253.352
1380,675973.158,3360253.344
1381,675973.214,3360253.345
1382,675973.271,3360253.346
1383,675973.303,3360253.328
1384,675973.296,3360253.29
1385,675973.288,3360253.262
1386,675973.256,3360253.225
1387,675973.224,3360253.215
1388,675973.216,3360253.224
1389,675973.241,3360253.206
1390,675973.265,3360253.178
1391,675973.290,3360253.132
1392,675973.315,3360253.105
1393,675973.339,3360253.087
1394,675973.364,3360253.059
1395,675973.348,3360253.013
1396,675973.301,3360252.956
1397,675973.261,3360252.918
1398,675973.237,3360252.899
1399,675973.246,3360252.89
1400,675973.254,3360252.899
1401,675973.270,3360252.9
1402,675973.277,3360252.928
1403,675973.253,3360252.937
1404,675973.228,3360252.983
1405,675973.194,3360253.094
1406,675973.185,3360253.177
1407,675973.231,3360253.271
1408,675973.238,3360253.382
1409,675973.228,3360253.512
1410,675973.218,3360253.624
1411,675973.232,3360253.708
1412,675973.248,3360253.764
1413,675973.223,3360253.8
1414,675973.255,3360253.829
1415,675973.286,3360253.857
1416,675973.318,3360253.904
1417,675973.333,3360253.951
1418,675973.365,3360253.989
1419,675973.340,3360254.007
1420,675973.300,3360254.034
1421,675973.307,3360254.099
1422,675973.346,3360254.137
1423,675973.469,3360254.037
1424,675973.559,3360253.927
1425,675973.504,3360253.851
1426,675973.500,3360253.61
1427,675973.867,3360253.346
1428,675974.547,3360253.125
1429,675975.452,3360253.028
1430,675976.548,3360252.999
1431,675977.550,3360252.857
1432,675978.429,3360252.788
1433,675979.254,3360252.643
1434,675980.175,3360252.5
1435,675981.200,3360252.396
1436,675982.274,3360252.255
1437,675983.283,3360252.142
1438,675984.397,3360252.002
1439,675985.497,3360251.806
1440,675986.547,3360251.609
1441,675987.150,3360251.228
1442,675987.369,3360251.102
1443,675987.472,3360251.215
1444,675987.312,3360251.184
1445,675987.263,3360251.184
1446,675987.280,3360251.165
1447,675987.568,3360251.272
1448,675988.245,3360251.283
1449,675989.157,3360251.186
1450,675990.214,3360251.12
1451,675991.248,3360250.96
1452,675992.307,3360250.745
1453,675993.423,3360250.549
1454,675994.521,3360250.381
1455,675995.434,3360250.228
1456,675996.268,3360250.037
1457,675997.018,3360249.994
1458,675997.913,3360249.971
1459,675998.825,3360249.874
1460,675999.672,3360249.841
1461,676000.082,3360249.904
1462,676000.143,3360250.081
1463,676000.080,3360250.006
1464,676000.048,3360249.987
1465,675999.975,3360250.014
1466,675999.943,3360250.004
1467,675999.991,3360249.995
1468,676000.048,3360250.006
1469,676000.056,3360250.006
1470,676000.040,3360250.005
1471,676000.007,3360250.014
1472,676000.023,3360250.005
1473,676000.056,3360249.987
1474,676000.073,3360249.95
1475,676000.057,3360249.894
1476,676000.042,3360249.866
1477,676000.034,3360249.866
1478,676000.049,3360249.922
1479,676000.065,3360249.959
1480,676000.096,3360249.997
1481,676000.152,3360250.035
1482,676000.224,3360250.073
1483,676000.232,3360250.055
1484,676000.217,3360249.999
1485,676000.234,3360249.971
1486,676000.250,3360249.962
1487,676000.275,3360249.926
1488,676000.251,3360249.869
1489,676000.235,3360249.878
1490,676000.235,3360249.86
1491,676000.204,3360249.822
1492,676000.164,3360249.775
1493,676000.173,3360249.701
1494,676000.206,3360249.674
1495,676000.214,3360249.655
1496,676000.175,3360249.627
1497,676000.159,3360249.598
1498,676000.119,3360249.57
1499,676000.047,3360249.522
1500,676000.008,3360249.494
1501,676000.024,3360249.503
1502,676000.088,3360249.532
1503,676000.112,3360249.523
1504,676000.120,3360249.533
1505,676000.160,3360249.533
1506,676000.168,3360249.552
1507,676000.136,3360249.505
1508,676000.080,3360249.486
1509,676000.072,3360249.476
1510,676000.072,3360249.476
1511,676000.081,3360249.467
1512,676000.105,3360249.477
1513,676000.161,3360249.496
1514,676000.184,3360249.543
1515,676000.216,3360249.571
1516,676000.247,3360249.618
1517,676000.247,3360249.618
1518,676000.191,3360249.627
1519,676000.150,3360249.635
1520,676000.134,3360249.635
1521,676000.143,3360249.607
1522,676000.143,3360249.57
1523,676000.159,3360249.571
1524,676000.200,3360249.562
1525,676000.216,3360249.581
1526,676000.263,3360249.628
1527,676000.295,3360249.666
1528,676000.311,3360249.694
1529,676000.303,3360249.694
1530,676000.310,3360249.703
1531,676000.278,3360249.721
1532,676000.222,3360249.702
1533,676000.198,3360249.683
1534,676000.142,3360249.682
1535,676000.070,3360249.634
1536,676000.362,3360249.499
1537,676001.105,3360249.381
1538,676002.042,3360249.294
1539,676003.019,3360249.152
1540,676004.060,3360249.048
1541,676005.150,3360248.917
1542,676006.200,3360248.776
1543,676007.292,3360248.571
1544,676008.439,3360248.375
1545,676009.506,3360248.17
1546,676010.604,3360248.057
1547,676011.662,3360247.926
1548,676012.704,3360247.794
1549,676013.746,3360247.634
1550,676014.804,3360247.475
1551,676015.823,3360247.277
1552,676016.937,3360247.156
1553,676018.043,3360247.016
1554,676019.021,3360246.827
1555,676019.894,3360246.674
1556,676020.758,3360246.549
1557,676021.397,3360246.438
1558,676022.011,3360246.337
1559,676022.673,3360246.245
1560,676023.343,3360246.163
1561,676023.926,3360246.014
1562,676024.516,3360245.912
1563,676025.154,3360245.821
1564,676025.867,3360245.581
1565,676026.528,3360245.564
1566,676026.896,3360245.746
1567,676026.926,3360245.858
1568,676027.073,3360245.759
1569,676027.138,3360245.76
1570,676027.162,3360245.769
1571,676027.177,3360245.797
1572,676027.176,3360245.853
1573,676027.184,3360245.872
1574,676027.248,3360245.929
1575,676027.271,3360245.994
1576,676027.253,3360246.077
1577,676027.268,3360246.189
1578,676027.275,3360246.254
1579,676027.305,3360246.339
1580,676027.368,3360246.442
1581,676027.400,3360246.498
1582,676027.431,3360246.564
1583,676027.430,3360246.61
1584,676027.414,3360246.6
1585,676027.414,3360246.6
1586,676027.389,3360246.637
1587,676027.340,3360246.683
1588,676027.284,3360246.701
1589,676027.170,3360246.717
1590,676027.057,3360246.725
1591,676026.977,3360246.714
1592,676026.808,3360246.674
1593,676026.672,3360246.635
1594,676026.519,3360246.614
1595,676026.375,3360246.584
1596,676026.286,3360246.564
1597,676026.222,3360246.563
1598,676026.157,3360246.599
1599,676026.132,3360246.636
1600,676026.084,3360246.653
1601,676026.091,3360246.681
1602,676026.115,3360246.71
1603,676026.131,3360246.719
1604,676026.179,3360246.757
1605,676026.194,3360246.804
1606,676026.202,3360246.804
1607,676026.210,3360246.785
1608,676026.154,3360246.785
1609,676026.146,3360246.784
1610,676026.154,3360246.803
1611,676026.097,3360246.812
1612,676026.057,3360246.82
1613,676025.985,3360246.791
1614,676025.960,3360246.8
1615,676025.936,3360246.818
1616,676025.903,3360246.855
1617,676025.895,3360246.873
1618,676025.871,3360246.864
1619,676025.896,3360246.808
1620,676025.921,3360246.734
1621,676025.922,3360246.669
1622,676025.947,3360246.595
1623,676025.916,3360246.567
1624,676025.892,3360246.548
1625,676025.852,3360246.519
1626,676025.836,3360246.51
1627,676025.852,3360246.547
1628,676025.843,3360246.557
1629,676025.868,3360246.548
1630,676025.900,3360246.567
1631,676025.860,3360246.501
1632,676025.846,3360246.389
1633,676025.823,3360246.342
1634,676025.823,3360246.305
1635,676025.791,3360246.295
1636,676025.751,3360246.304
1637,676025.735,3360246.276
1638,676025.711,3360246.266
1639,676025.728,3360246.22
1640,676025.769,3360246.146
1641,676025.762,3360246.081
1642,676025.731,3360246.034
1643,676025.684,3360245.959
1644,676025.668,3360245.912
1645,676025.686,3360245.838
1646,676026.044,3360245.621
1647,676026.789,3360245.41
1648,676027.814,3360245.278
1649,676028.969,3360245.102
1650,676030.051,3360244.98
1651,676031.206,3360244.84
1652,676032.361,3360244.664
1653,676033.493,3360244.478
1654,676034.706,3360244.218
1655,676035.990,3360243.998
1656,676037.340,3360243.787
1657,676038.543,3360243.611
1658,676039.737,3360243.519
1659,676040.981,3360243.363
1660,676042.250,3360243.151
1661,676043.510,3360242.967
1662,676044.738,3360242.792
1663,676045.982,3360242.607
1664,676047.146,3360242.384
1665,676048.318,3360242.18
1666,676049.506,3360241.976
1667,676050.645,3360241.8
1668,676051.776,3360241.641
1669,676052.583,3360241.562
1670,676052.976,3360241.679
1671,676053.014,3360241.782
1672,676053.070,3360241.811
1673,676053.118,3360241.868
1674,676053.165,3360241.961
1675,676053.204,3360242.027
1676,676053.219,3360242.074
1677,676053.259,3360242.112
1678,676053.275,3360242.13
1679,676053.314,3360242.159
1680,676053.330,3360242.168
1681,676053.346,3360242.206
1682,676053.337,3360242.252
1683,676053.360,3360242.308
1684,676053.384,3360242.346
1685,676053.423,3360242.393
1686,676053.447,3360242.458
1687,676053.454,3360242.505
1688,676053.462,3360242.514
1689,676053.486,3360242.524
1690,676053.526,3360242.553
1691,676053.533,3360242.599
1692,676053.557,3360242.627
1693,676053.581,3360242.637
1694,676053.611,3360242.731
1695,676053.594,3360242.805
1696,676053.546,3360242.813
1697,676053.482,3360242.756
1698,676053.466,3360242.775
1699,676053.458,3360242.775
1700,676053.458,3360242.765
1701,676053.395,3360242.69
1702,676053.347,3360242.624
1703,676053.316,3360242.54
1704,676053.317,3360242.475
1705,676053.318,3360242.447
1706,676053.318,3360242.428
1707,676053.327,3360242.41
1708,676053.343,3360242.392
1709,676053.384,3360242.364
1710,676053.400,3360242.365
1711,676053.408,3360242.346
1712,676053.417,3360242.319
1713,676053.425,3360242.3
1714,676053.409,3360242.281
1715,676053.386,3360242.244
1716,676053.369,3360242.253
1717,676053.410,3360242.253
1718,676053.426,3360242.263
1719,676053.346,3360242.215
1720,676053.282,3360242.158
1721,676053.282,3360242.168
1722,676053.274,3360242.186
1723,676053.242,3360242.13
1724,676053.219,3360242.074
1725,676053.187,3360242.036
1726,676053.164,3360241.998
1727,676053.124,3360241.951
1728,676053.101,3360241.923
1729,676053.085,3360241.914
1730,676053.084,3360241.951
1731,676053.051,3360241.987
1732,676053.051,3360242.034
1733,676053.042,3360242.089
1734,676053.049,3360242.127
1735,676053.057,3360242.155
1736,676053.080,3360242.22
1737,676053.079,3360242.257
1738,676053.095,3360242.248
1739,676053.079,3360242.248
1740,676053.095,3360242.267
1741,676053.086,3360242.304
1742,676053.078,3360242.332
1743,676053.371,3360242.169
1744,676053.954,3360242.002
1745,676054.492,3360241.63
1746,676054.879,3360241.088
1747,676055.178,3360240.516
1748,676055.325,3360239.896
1749,676055.737,3360239.392
1750,676056.307,3360238.983
1751,676056.935,3360238.556
1752,676057.626,3360238.149
1753,676058.206,3360237.684
1754,676058.619,3360237.087
1755,676058.742,3360236.401
1756,676058.822,3360235.966
1757,676058.905,3360235.837
1758,676058.832,3360235.836
1759,676058.825,3360235.789
1760,676058.769,3360235.751
1761,676058.697,3360235.731
1762,676058.674,3360235.666
1763,676058.626,3360235.628
1764,676058.650,3360235.619
1765,676058.723,3360235.592
1766,676058.738,3360235.686
1767,676058.786,3360235.705
1768,676058.827,3360235.687
1769,676058.843,3360235.669
1770,676058.899,3360235.698
1771,676058.922,3360235.735
1772,676058.939,3360235.707
1773,676058.995,3360235.727
1774,676058.894,3360235.976
1775,676058.815,3360236.393
1776,676058.689,3360237.246
1777,676058.303,3360238.188
1778,676057.741,3360239.043
1779,676057.257,3360239.574
1780,676056.881,3360239.865
1781,676056.721,3360240.309
1782,676056.341,3360240.897
1783,676055.668,3360241.621
1784,676054.847,3360242.091
1785,676054.084,3360242.413
1786,676053.555,3360242.72
1787,676053.399,3360242.941
1788,676053.395,3360243.155
1789,676053.390,3360242.959
1790,676053.406,3360242.978
1791,676053.413,3360243.034
1792,676053.412,3360243.08
1793,676053.428,3360243.136
1794,676053.443,3360243.192
1795,676053.434,3360243.239
1796,676053.425,3360243.267
1797,676053.425,3360243.304
1798,676053.433,3360243.313
1799,676053.418,3360243.257
1800,676053.426,3360243.229
1801,676053.410,3360243.211
1802,676053.426,3360243.211
1803,676053.394,3360243.22
1804,676053.386,3360243.229
1805,676053.345,3360243.247
1806,676053.337,3360243.256
1807,676053.320,3360243.283
1808,676053.280,3360243.311
1809,676053.264,3360243.301
1810,676053.232,3360243.254
1811,676053.233,3360243.189
1812,676053.250,3360243.134
1813,676053.266,3360243.143
1814,676053.290,3360243.162
1815,676053.290,3360243.144
1816,676053.282,3360243.162
1817,676053.298,3360243.181
1818,676053.338,3360243.219
1819,676053.338,3360243.219
1820,676053.370,3360243.228
1821,676053.418,3360243.257
1822,676053.442,3360243.258
1823,676053.483,3360243.212
1824,676053.523,3360243.203
1825,676053.547,3360243.213
1826,676053.571,3360243.232
1827,676053.587,3360243.251
1828,676053.562,3360243.278
1829,676053.562,3360243.315
1830,676053.545,3360243.343
1831,676053.536,3360243.38
1832,676053.520,3360243.417
1833,676053.519,3360243.454
1834,676053.511,3360243.463
1835,676053.559,3360243.464
1836,676053.616,3360243.465
1837,676053.656,3360243.456
1838,676053.713,3360243.448
1839,676053.761,3360243.449
1840,676053.785,3360243.468
1841,676053.777,3360243.449
1842,676053.770,3360243.421
1843,676053.753,3360243.421
1844,676053.745,3360243.42
1845,676053.746,3360243.402
1846,676053.730,3360243.374
1847,676053.723,3360243.299
1848,676053.732,3360243.262
1849,676053.740,3360243.262
1850,676053.700,3360243.262
1851,676053.667,3360243.252
1852,676053.619,3360243.251
1853,676053.662,3360243.085
1854,676054.078,3360242.766
1855,676054.713,3360242.367
1856,676055.461,3360241.98
1857,676056.227,3360241.472
1858,676056.791,3360240.942
1859,676056.995,3360240.787
1860,676057.117,3360240.715
1861,676057.395,3360240.496
1862,676057.919,3360240.003
1863,676058.637,3360239.438
1864,676059.540,3360238.905
1865,676060.309,3360238.211
1866,676060.742,3360237.363
1867,676060.968,3360236.316
1868,676061.151,3360235.502
1869,676061.352,3360235.031
1870,676061.331,3360235.328
1871,676061.332,3360235.263
1872,676061.352,3360235.022
1873,676061.416,3360234.558
1874,676061.444,3360234.326
1875,676061.499,3360234.364
1876,676061.250,3360234.36
1877,676061.209,3360234.378
1878,676061.169,3360234.359
1879,676061.145,3360234.321
1880,676061.138,3360234.293
1881,676061.122,3360234.293
1882,676061.106,3360234.265
1883,676062.191,3360232.461
RTK5,675945.894,3360256.412
RTK4,675973.438,3360253.531
RTK3,676000.126,3360250.082
RTK2,676027.391,3360246.642
RTK1,676053.045,3360241.735
004,676053.405,3360243.293
Point1,676052.794,3360245.389
Point2,676026.77,3360249.404
Point3,675999.784,3360253.402
Point4,675972.799,3360257.401
Point5,675946.775,3360261.415
